cambric,0
schlock,0
philately,0
systole,1
rheumatism,1
girder,0
wainscot,1
lassitude,1
gusset,0
samovar,1
enervate,1
carious,0
russet,0
slatern,1
uxorious,1
lurid,0
percale,0
preternatural,1
smirch,0
surtout,0
phoebe, 1
reprieve,1
tempera,0
dram, 1
parsnip,0
parquet,1
wigwam,0
volant,1
pantheism, 1
cavort,1
yeoman,0
obviate,0
sapience,1
lily,1
culvert,1
mulish,0
buxom,1
reprobate,1
nautilus,1
purvey,1
bemuse, 1
purlieu,0
sally,0
bosun,0
deprecation,0
impetuous,1
legerdemain,1
spindling,0
mince, 1
stopgap,1
nadir,1
titular, 1
shaly,0
rapine, 1
windrow,1
winnow,1
acidulous,1
unwitting,0
fission,0
redoubtable,1
cogitation,1
licit,0
tincture,1
breviary, 1
yeanling,0
fiat,1
portulaca, 1
verdure,1
vicegerent,1
calumny,0
bivouac,1
pinfeather,1
gambol,1
clangor,1
beryl, 1
jack,1
disaffect, 1
oleograph,0
conflation,0
mercerize,0
tutelage,0
pertinacious,0
marchioness,0
philander,0
metempsychosis,0
jasmine,1
ardor, 1
sapient,0
delude,1
prelate, 1
hydrangea,1
chicanery,1
numismatics, 1
centupled,1
inveteracy,0
osseous, 1
corvette,1
morass,1
newel, 1
aplomb,1
placard, 1
raucous,1
captious,1
offing, 1
paprika,1
limpid, 1
suffusion, 1
paddock,1
graft,1
trumpery,0
hireling,0
paw,0
inexorable,0
clamber,1
insinuate,0
soporific,1
selvage,1
opal,1
tine,1
purlieu,0
martin,1
joist,1
paroxysm, 1
davenport,0
suet,1
alabaster, 1
dalliance,1
geld,1
lannai,1
gout,1
patella,1
apoplexy,1
meerschaum,1
august,0
trivet,1
shunt,0
unconscionable,1
abrogate,1
rapacious, 1
wheal,0
shirr,0
weevil,0
tumid,1
pharisee, 1
bumptious,1
tress,0
specious,1
attenuate,0
panoply,1
harangue,0
scrimp, 1
artesian well, 1
ordure,0
colloquy,0
regatta,1
sienna,1
refulgent,0
rajah,0
portage,1
ingenuous,0
halm,0
tracery,0
brine,1
peccary,0
viceroy,0
ossify,1
brig, 1
commingle,0
maladroit,1
bilious,1
pathology, 1
nonage,1
prevaricate,0
truncheon,0
hypodermic,1
blue law,1
abeyance,1
caprice,0
piccolo,1
renal,1
addle,1
dipsomania, 1
spindrift, 1
beech,0
vitreous,0
cassock, 1
dolorous,0
affable,1
adjure,0
rostrum,1
byline,1
contumely,1
tensile,0
whisk,0
conglobated,0
ultimo,0
pusilanimous,1
chrysolis,1
font,0
gourmand,1
rectory,1
nostrum, 1
mandible,0
boudoir,1
turncoat,1
repast,1
tedded,1
bedstead,1
cadge,1
dory,1
sluice,1
nasturtium, 1
sapsucker, 1
swage,0
pejorative,1
toreador,1
scallion,0
pied,0
benignant,0
actuate,0
rhinestone,1
narwhal,1
rosette,1
moribund,1
bur, 1
pogrom, 1
trenchant, 1
bridgehead, 1
sot,1
capstan,0
cravat,1
font,1
filch,1
balsa,0
mensuration,0
parquet,1
garrote,1
bulwork,1
peptic,0
pone, 1
tremolo,0
disquisition,0
dour,0
bill of fare,1
cordwood,1
parry,1
paucity,1
stein,1
carrion,1
oligarchy,1
fastidious,0
scintilla,0
cantankerous,1
salient,1
bulrush, 1
turgid,0
wen,1
zeppelin,1
globule,1
scurf,1
intervolved,0
toothsome,0
binnacle,1
castanets,1
poltroon,1
balmy, 1
mordant,0
importune,0
apprise,1
squab, 1
contused,0
shanghai,1
ensconce,0
ingrate,1
abbess,1
colander,1
loganberry,1
settee,1
lolling,0
valence,1
cavil,0
petrel,0
downy,1
billfold,1
flax, 1
lithe,1
impugn, 1
rickets,0
orotund,1
chandler, 1
gypsum,0
boatswain,1
penumbra,1
ramify,1
twill, 1
Chiffney bit,1
lisle,0
impinge,1
wen,1
intrigante,0
kingfisher,1
phrenetic,1
proletariat,0
trill,0
scurrilous,0
unpropitious, 1
chamois,0
gorse,0
festoon,1
friable,1
tom,1
munificent,0
jute,0
muezzin,0
mimosa,1
nimbus, 1
ameliorate,1
fuchsia,1
malcontent,1
spruce,1
desultory,1
factotum,1
marquess,0
hyacinth, 1
perfunctory,1
scullery,0
conduce,0
vitiate,1
ptomaine, 1
idyll, 1
sump,1
peremptory,0
redletter,1
paramour,1
metallurgy, 1
tiffin, 1
neuralgia,0
jounce, 1
effervesce,1
harem,1
bandy,0
spoor,1
pleurisy,1
fricassee,1
igneous,0
arrant,0
ape,1
opprobrium, 1
marigold,1
mileau,1
palliate,0
hallow,1
charlatan,1
preponderance,1
hutch,1
parterres,0
pagoda,1
seamy,0
comestible, 1
lanolin, 1
damasked,1
runlet,0
wangle,0
rhodadendrum,0
dowager, 1
burlap,1
poniard,1
amerced,0
prattle,1
gaoler,1
remit,1
lye,0
convalescence, 1
malinger,0
denude,1
macrame,1
silica,1
nettle,1
harangue,1
sheik, 1
variegate, 1
contrition,1
perspicacious,1
groundsel, 1
nonce,0
quince, 1
foible,1
pimento,1
garnet,1
emprise,1
caustic,1
chiffonier,1
blandishment,0
malfeasance,0
scull, 1
nominal,1
lineal,0
myopia,1
cortege,0
staid,1
fissure,0
impetus,1
timothy,1
yaw,1
variola,0
ballast,1
intrepid,1
ladened,1
bilk,1
ragweed,0
derelict,1
tautology,0
chattel, 1
manacles, 1
cognomen,1
philharmonic,1
louse,1
carillon,1
halibut,0
adamantine,1
regalia,1
onus,1
sodality,0
percha,1
abject,0
depredation,0
papaya,0
ephemeral,1
tarragon,0
gurried,1
regent,0
cicatrice,1
scupper,0
synod,1
jowl,1
carbuncle,0
demure, 1
periwinkle,0
mortmain,0
quinine,0
miff,0
sciatica,1
reconnoiter,1
prurient,0
crotchet,0
porterhouse,1
dilatory,1
monaural,0
miasma, 1
politburo,1
isometric, 1
amortize,1
alimental,0
sartorial,1
starling,0
sacerdotal,1
mica,1
grandiloquent,1
reticence,1
quixotic,1
overture,1
disrepute,1
lark, 1
omnibus, 1
jasper,1
mezzanine,1
tenement,1
transom,1
distends,1
indolent,1
obstreperous,1
halyard,1
fallow,1
palomino, 1
maple,1
rayon,1
seine, 1
mien,1
poplin,0
parapet,1
tarpaulin,1
detente,1
paten,1
sloven,1
surfeit,1
lissome,0
nez,1
placket,0
brindled,0
reproof,0
beset, 1
cupidity,1
laudanum, 1
magnanimous,1
simian, 1
argent, 1
scrivener, 1
viscera,0
obdurate,0
chrysanthemum,1
inculcate,1
perforce,0
coalesce,0
amity,1
winnow,1
redound, 1
raconteur,1
vitriol,0
nebula,1
quoit,1
glean,1
interlard,0
furlough,1
contrite,1
repudiate,0
persimmon,1
peony,0
fettle,1
attrition,0
stoup,0
woodbine,0
natty, 1
bicameral,1
breakwater, 1
synod, 1
presidium,0
caliope,1
ammiral,0
colloquy,0
dropsy,0
uncanny, 1
equanimity,1
sodden, 1
colic,0
opacous,1
penultimate,1
millener,0
cloying, 1
tern,1
liniment,0
alder,0
naptha,1
cumbrous,0
proboscis,1
espaliers,0
cockle,0
divest,1
stalagnite,1
alluvium, 1
denigrate,1
progeny, 1
birch,1
lumbago,1
phosphate,1
dowdy,0
desultorily,1
sprite,1
whey,1
arbutus,0
mackintosh,1
striated,1
salubrious,0
lariat, 1
bray,1
lout,0
scow,0
antipathy,0
immolate, 1
pumice,1
rebus,0
umbel,1
incorrigible,1
ganglion,1
drivel,1
welkin,1
abjure,1
personage,1
legate, 1
spheroid,1
laterite,1
papilla, 1
diurnal,1
spume,0
breech,1
magpie,0
serang,0
ware,1
rutabaga, 1
poinsetia,0
spurious,0
